"Trade Date","EP Code","LOP A/C No","BI/Omni Code","BI TO Code","A/C Nature","A/C Type","Product Code","Strike","Option Type","Contract Month","LOP OI Long","LOP OI Short","LOP PD"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21600","C","01/2017","380","","186.54"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21600","P","01/2017","","5","2.55"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21800","C","01/2017","240","","99.53"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21800","P","01/2017","","37","21.82"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22000","C","01/2017","132","","44.23"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22000","P","01/2017","","49","32.77"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22200","C","01/2017","","17","-4.47"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22200","P","01/2017","","142","106.3"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22400","C","01/2017","","86","-17.09"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22400","P","01/2017","","25","20.3"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22600","C","01/2017","30","","4.37"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22600","P","01/2017","","124","101.67"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22800","C","01/2017","97","","10.06"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22800","P","01/2017","","112","101.18"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","23000","C","01/2017","134","","9.05"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","23000","P","01/2017","","56","53.35"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","23200","C","01/2017","182","","7.55"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","23200","P","01/2017","","88","84.35"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","23600","C","01/2017","70","","0.93"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","23800","C","01/2017","201","","1.43"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","24000","C","01/2017","11","","0.04"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","19800","P","02/2017","115","","-18.02"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","20000","P","02/2017","63","","-11.32"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","20200","P","02/2017","17","","-3.55"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","20400","P","02/2017","29","","-6.96"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","20600","P","02/2017","89","","-24.31"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","20800","P","02/2017","118","","-36.95"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21000","P","02/2017","","12","4.29"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21200","P","02/2017","117","","-47.41"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21400","C","02/2017","57","","31.03"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21400","P","02/2017","167","","-76.1"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21600","C","02/2017","28","","13.75"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21600","P","02/2017","55","","-28.01"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21800","C","02/2017","72","","31.37"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21800","P","02/2017","66","","-37.28"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22000","C","02/2017","","98","-37.28"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22000","P","02/2017","30","","-18.62"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22200","C","02/2017","","3","-0.98"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22200","P","02/2017","15","","-10.11"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22400","C","02/2017","","24","-6.6"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22400","P","02/2017","","26","18.94"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22600","C","02/2017","","210","-47.92"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22600","P","02/2017","","69","53.46"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22800","C","02/2017","","290","-54.03"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22800","P","02/2017","","201","163.27"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","23000","C","02/2017","","269","-40.65"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","23000","P","02/2017","","78","66.41"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","23200","C","02/2017","","54","-6.31"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","23200","P","02/2017","","17","15.05"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","23400","C","02/2017","","42","-3.71"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21200","P","03/2017","","80","33.38"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21400","P","03/2017","","80","36.6"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21600","P","03/2017","","80","39.97"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","21800","P","03/2017","","70","38"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22000","P","03/2017","","70","41.08"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","22200","P","03/2017","","70","44.11"
"23-12-2016","IBG","THE","GPR_0022","","T","RT","HSIO","23000","P","03/2017","","3","2.35"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","18600","P","12/2016","70","","-0.2"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","19800","P","12/2016","","15","0.07"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","20600","P","12/2016","","35","0.46"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","21000","P","12/2016","45","","-2.67"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","21400","P","12/2016","5","","-1.55"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","21800","C","12/2016","","5","-0.78"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","21800","P","12/2016","43","","-36.79"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","22000","C","12/2016","10","","0.45"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","22000","P","12/2016","","40","38.45"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","22200","C","12/2016","","20","-0.21"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","22400","C","12/2016","55","","0.47"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","22600","C","12/2016","","65","-0.47"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","24400","C","12/2016","95","","0.32"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","25000","C","12/2016","","90","-0.26"
"23-12-2016","ISS","24740276","IND_0297","","T","C","HSIO","26000","C","12/2016","70","","0.17"
"23-12-2016","JPM","10247749F","HED_0216","BIT_1393","T","H","HSIO","21000","P","12/2016","108","","-6.4"
"23-12-2016","JPM","10247749F","HED_0216","BIT_1393","T","H","HSIO","20600","P","12/2016","20","","-0.26"
"23-12-2016","JPM","10247749F","HED_0216","BIT_1393","T","H","HSIO","20800","P","12/2016","61","","-1.63"
"23-12-2016","JPM","34777","INS_1334","BIT_0991","HG","C","HSIO","23000","C","12/2016","1500","","8.55"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","23000","C","12/2017","1200","","432"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","21400","C","12/2016","775","","528.16"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","20000","C","12/2016","","300","-287.52"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","22200","C","02/2017","","250","-81.63"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","22000","C","12/2017","1875","","858.75"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","19000","C","12/2017","","625","-452.88"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","20800","C","12/2016","200","","192.84"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","20200","C","12/2016","","35","-35"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","19200","C","12/2016","","275","-275"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","19000","C","12/2016","","75","-75"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","19800","C","12/2016","","200","-200"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","24000","C","12/2017","150","","40.74"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","20400","C","12/2016","100","","100"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","19400","C","12/2016","","1150","-1150"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","21800","C","12/2017","","200","-95.62"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","22000","P","12/2017","","1875","1014.94"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","20800","P","12/2016","","198","5.29"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","24000","P","12/2017","","150","108.86"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","23000","P","12/2017","","1200","769.44"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","22200","P","02/2017","250","","-168.55"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","21400","P","12/2016","","674","209.28"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","20400","P","12/2016","","100","0.65"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","19000","P","12/2017","250","","-68.85"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","19000","P","12/2016","75","","-0.24"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","20000","P","12/2016","300","","-1.5"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","21800","P","12/2017","200","","-104.28"
"23-12-2016","JPM","R0711","GPR_0012","","HG","H","HSIO","19400","P","12/2016","1300","","-4.94"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23200","C","01/2017","","5","-0.21"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","28000","C","06/2017","450","","0.81"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","27000","C","12/2016","225","","0.47"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22400","C","09/2017","325","","125.58"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22400","C","06/2017","300","","106.29"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","19000","C","12/2016","630","","630"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","18800","C","12/2016","","25","-25"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22800","C","12/2016","270","","1.73"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24000","C","06/2018","","200","-62.22"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21000","C","12/2016","","1177","-1097.32"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23000","C","03/2017","100","","21.52"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22800","C","06/2017","112","","33.4"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","20000","C","06/2017","","448","-308.94"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","20000","C","03/2017","200","","154.98"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","19000","C","12/2017","","225","-163.04"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","26000","C","12/2016","214","","0.51"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22000","C","12/2017","","170","-77.86"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21000","C","06/2018","","100","-54.66"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","20800","C","12/2016","425","","409.79"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","20000","C","12/2017","100","","64.77"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","29000","C","06/2018","250","","14.38"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24000","C","12/2016","","205","-0.78"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23600","C","02/2017","461","","28.4"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22600","C","06/2017","122","","39.75"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24600","C","12/2016","1305","","4.18"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24200","C","01/2017","","16","-0.06"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22600","C","01/2017","290","","42.28"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24000","C","06/2017","","500","-78.25"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24000","C","03/2017","289","","23.32"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","26400","C","06/2017","","600","-9.18"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","26400","C","03/2017","50","","0.12"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22200","C","12/2017","","8","-3.5"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24800","C","12/2016","","153","-0.47"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22000","C","03/2017","200","","82.68"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21800","C","01/2017","3","","1.24"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22000","C","12/2016","356","","16.13"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24000","C","12/2017","148","","40.2"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23000","C","09/2017","","43","-13.73"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22800","C","09/2017","","17","-5.8"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","19800","C","12/2016","","150","-150"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22600","C","03/2017","","375","-107.78"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22400","C","12/2017","","8","-3.34"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","26000","C","12/2017","","500","-66.05"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22200","C","01/2017","","400","-105.24"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22000","C","01/2017","","72","-24.13"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21600","C","06/2017","","252","-119.4"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23800","C","01/2017","","666","-4.73"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21400","C","12/2016","225","","153.34"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23400","C","03/2017","","220","-33.88"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","20200","C","12/2016","","100","-100"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22800","C","12/2017","","37","-14.03"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22600","C","12/2016","","824","-6.02"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24400","C","12/2016","228","","0.78"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24000","C","01/2017","42","","0.16"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24000","C","02/2017","20","","0.63"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24600","C","06/2017","300","","29.73"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","25000","C","06/2017","82","","5.79"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22200","C","12/2016","220","","2.31"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22400","C","12/2016","308","","2.62"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","26000","C","03/2017","300","","0.72"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23600","C","06/2017","252","","50.6"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21200","C","12/2016","72","","61.63"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23200","C","03/2017","","300","-55.11"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23000","C","06/2018","","550","-212.14"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23000","C","12/2017","1078","","388.08"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","27400","C","12/2016","5","","0.01"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23600","C","01/2017","","10","-0.13"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23600","C","12/2016","","1552","-6.67"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","25000","C","12/2016","1396","","4.05"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24600","C","03/2017","500","","17.5"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23400","C","12/2017","","4","-1.29"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23000","C","06/2017","300","","81.51"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23000","C","12/2016","1754","","10"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22600","C","12/2017","","46","-18.34"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","27200","C","03/2017","5","","0.01"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","27000","C","12/2017","","150","-12.5"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24200","C","12/2016","","16","-0.06"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24400","C","03/2017","51","","2.46"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","25800","C","06/2017","60","","1.86"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","25600","C","03/2017","420","","1.93"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","25200","C","12/2016","125","","0.35"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","18200","C","12/2017","100","","77.66"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23800","C","12/2016","556","","2.22"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23600","C","03/2017","","450","-56.79"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","20600","C","12/2016","","170","-166.23"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23000","C","01/2017","","105","-7.09"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","20000","C","12/2016","","882","-845.31"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","28000","C","12/2017","1053","","52.44"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","25000","C","12/2017","","200","-38.98"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22800","C","03/2017","640","","159.87"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","28000","C","12/2016","15","","0.03"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23400","C","01/2017","","4","-0.1"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22800","C","01/2017","","10","-1.04"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","25600","C","12/2016","","100","-0.26"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24600","C","12/2017","100","","22.58"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23400","C","12/2016","","943","-4.43"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23200","C","12/2017","","17","-5.8"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23200","C","12/2016","125","","0.64"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","19600","C","12/2016","100","","100"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","28000","C","06/2018","450","","40.14"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21600","P","01/2017","37","","-18.84"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21400","P","03/2017","91","","-41.63"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","26000","P","12/2016","100","","-100"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22200","P","03/2017","","500","315.1"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22200","P","01/2017","244","","-182.66"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","18400","P","12/2016","1650","","-4.46"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","17400","P","12/2016","700","","-1.47"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22600","P","12/2016","","267","267"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","20000","P","12/2016","577","","-2.89"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21000","P","06/2018","","100","45.37"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23200","P","02/2017","","1","0.89"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21000","P","02/2017","46","","-16.46"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23000","P","12/2016","15","","-15"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","18200","P","12/2017","","100","22.34"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","17600","P","12/2016","","100","0.22"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22000","P","12/2016","539","","-518.14"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","24000","P","06/2018","","200","138.16"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21800","P","03/2017","80","","-43.43"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","16600","P","06/2017","","300","20.82"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","16000","P","12/2016","","100","0.15"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","15800","P","12/2017","50","","-5.56"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","15000","P","12/2017","215","","-18.79"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21600","P","12/2016","311","","-183.99"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23000","P","12/2017","115","","-73.74"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23000","P","06/2017","200","","-145.32"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","20800","P","12/2016","498","","-13.3"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23000","P","02/2017","","2","1.7"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","19600","P","03/2017","53","","-9.41"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22600","P","01/2017","259","","-212.35"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22800","P","12/2016","","219","219"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","19200","P","12/2016","164","","-0.57"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21000","P","01/2017","246","","-74.49"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23400","P","03/2017","","7","5.94"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","19400","P","12/2016","298","","-1.13"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22400","P","09/2017","275","","-169.07"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21200","P","01/2017","","21","7.64"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","19000","P","06/2018","","250","76.68"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","17600","P","09/2017","50","","-8.27"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22000","P","03/2017","200","","-117.36"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22000","P","01/2017","251","","-167.87"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21800","P","12/2016","","230","196.79"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21400","P","06/2017","10","","-4.96"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21000","P","12/2017","","24","10.63"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","20600","P","03/2017","151","","-46.72"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","20600","P","12/2016","101","","-1.32"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22800","P","12/2017","","16","9.95"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22800","P","03/2017","390","","-291.72"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","19600","P","06/2017","100","","-26.71"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","19800","P","12/2016","","100","0.45"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21400","P","01/2017","","17","7.36"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","20600","P","01/2017","","15","3.04"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22400","P","12/2016","","527","522.52"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","18800","P","06/2017","","1000","193.2"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22200","P","12/2017","","42","23.63"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","18600","P","12/2017","","100","24.83"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","25000","P","12/2017","52","","-41.79"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22200","P","12/2016","","127","115.54"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","22000","P","12/2017","700","","-378.91"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","21600","P","03/2017","","92","45.96"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","14400","P","12/2017","311","","-22.08"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","14000","P","12/2016","","300","0.33"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","13800","P","06/2017","450","","-6.3"
"23-12-2016","JPM","R1013","GPR_0012","","HG","H","HSIO","23400","P","12/2016","","453","453"
